year,season,n_patches,n_valid,success_pct,mean_T1_valid_fraction,pct_T1_full_support,median_T0_pixels,min_T0_pixels,mean_dT_C,median_dT_C
2000,summer,17175,16886,98.31732168850073,0.9998038191867972,99.9052469501362,17670.0,386,1.8901114534951078,1.079213595932444
2000,winter,17175,16886,98.31732168850073,0.9998038191867972,99.9052469501362,17670.0,386,-1.0800147988958553,-1.2648182370187628
2020,summer,14653,14481,98.82617893946632,0.999498293446681,99.77902078585733,26733.0,211,1.3181829718756932,1.7439453465217838
2020,winter,14653,14481,98.82617893946632,0.999498293446681,99.77902078585733,26769.0,211,-0.9832382636941779,-1.228875169645594
